,ID,Lat,Lng,Bump,Distance(mi),Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Stop,Amenity,Side,Severity,timestamp_x,date,hour,hours_Min,Year,Day,Month,Hour,Weather_Condition,Wind_Chill(F),Precipitation(in),Temperature(F),Humidity(%),Wind_Speed(mph),Visibility(mi),Selected,timestamp_y,description
1965,1473,37.76197,-122.40578000000001,0,0.069,0,0,1,0,0,0,0,0,1,2,2016-11-03 19:50:32,2016-11-03,19,19:50,2016,3,11,19,Scattered Clouds,,,62.1,65.0,4.6,10.0,No,2016-11-03 19:00:00,
1966,1473,37.76197,-122.40578000000001,0,0.069,0,0,1,0,0,0,0,0,1,2,2016-11-03 19:50:32,2016-11-03,19,19:50,2016,3,11,19,Scattered Clouds,,,64.9,58.0,,10.0,No,2016-11-03 19:00:00,
1967,1474,37.73318,-122.41221000000002,0,0.5539999999999999,0,0,0,0,0,0,0,0,1,2,2016-11-02 06:27:39,2016-11-02,6,06:27,2016,2,11,6,Partly Cloudy,,,52.0,86.0,3.5,10.0,No,2016-11-02 06:00:00,
1968,1475,37.791439000000004,-122.385147,0,0.0,0,0,0,0,0,0,0,0,1,2,2018-01-14 22:03:18,2018-01-14,22,22:03,2018,14,1,22,Overcast,,,53.1,93.0,3.5,7.0,No,2018-01-14 22:00:00,
1969,1476,37.808253,-122.366974,0,0.0,0,0,1,0,0,0,1,0,1,2,2019-08-28 16:40:00,2019-08-28,16,16:40,2019,28,8,16,Fair,72.0,0.0,72.0,61.0,18.0,10.0,No,2019-08-28 16:00:00,
1970,1476,37.808253,-122.366974,0,0.0,0,0,1,0,0,0,1,0,1,2,2019-08-28 16:40:00,2019-08-28,16,16:40,2019,28,8,16,Fair,71.0,0.0,71.0,66.0,16.0,10.0,No,2019-08-28 16:00:00,
1971,1477,37.719157,-122.448254,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-09-22 09:13:00,2019-09-22,9,09:13,2019,22,9,9,Partly Cloudy,67.0,0.0,67.0,70.0,3.0,10.0,No,2019-09-22 09:00:00,
1972,1477,37.719157,-122.448254,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-09-22 09:13:00,2019-09-22,9,09:13,2019,22,9,9,Fair,61.0,0.0,61.0,81.0,13.0,10.0,No,2019-09-22 09:00:00,
1973,1478,37.772948,-122.40655,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-12-18 15:11:00,2019-12-18,15,15:11,2019,18,12,15,Mostly Cloudy,58.0,0.0,58.0,75.0,7.0,6.0,No,2019-12-18 15:00:00,
1974,1478,37.772948,-122.40655,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-12-18 15:11:00,2019-12-18,15,15:11,2019,18,12,15,Light Rain,56.0,0.02,56.0,87.0,9.0,4.0,No,2019-12-18 15:00:00,
1975,1478,37.772948,-122.40655,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-12-18 15:11:00,2019-12-18,15,15:11,2019,18,12,15,Light Rain,56.0,0.01,56.0,80.0,17.0,6.0,No,2019-12-18 15:00:00,
1976,1479,37.7862,-122.39068999999999,0,0.078,0,0,0,0,0,0,0,0,1,2,2016-07-26 12:51:42,2016-07-26,12,12:51,2016,26,7,12,Scattered Clouds,,,77.0,45.0,10.4,10.0,No,2016-07-26 12:00:00,
1977,1479,37.7862,-122.39068999999999,0,0.078,0,0,0,0,0,0,0,0,1,2,2016-07-26 12:51:42,2016-07-26,12,12:51,2016,26,7,12,Partly Cloudy,,,80.1,48.0,8.1,10.0,No,2016-07-26 12:00:00,
1978,1480,37.808498,-122.36685200000001,0,0.0,0,0,0,0,0,0,1,0,1,3,2016-08-13 13:19:25,2016-08-13,13,13:19,2016,13,8,13,Partly Cloudy,,,73.0,55.0,9.2,10.0,No,2016-08-13 13:00:00,
1979,1481,37.748791,-122.40400700000001,0,0.0,0,0,0,0,0,0,0,0,1,2,2017-10-19 05:45:06,2017-10-19,5,05:45,2017,19,10,5,Overcast,,,55.9,84.0,3.5,10.0,No,2017-10-19 05:00:00,
1980,1482,37.778065999999995,-122.401202,0,0.1969999999999999,0,0,0,0,0,0,0,0,1,2,2020-12-10 22:48:00,2020-12-10,22,22:48,2020,10,12,22,Mostly Cloudy,53.0,0.0,53.0,80.0,14.0,10.0,No,2020-12-10 22:00:00,
1981,1483,37.740299,-122.407852,0,0.01,0,0,0,0,0,0,0,0,1,2,2016-05-12 20:38:47,2016-05-12,20,20:38,2016,12,5,20,Mostly Cloudy,,,57.0,87.0,15.0,10.0,No,2016-05-12 20:00:00,
1982,1483,37.740299,-122.407852,0,0.01,0,0,0,0,0,0,0,0,1,2,2016-05-12 20:38:47,2016-05-12,20,20:38,2016,12,5,20,Mostly Cloudy,,,57.9,72.0,16.1,10.0,No,2016-05-12 20:00:00,
1983,1484,37.759823,-122.39225800000001,0,0.0,0,0,0,0,0,0,0,0,1,3,2019-12-29 13:35:54,2019-12-29,13,13:35,2019,29,12,13,Light Rain,53.0,0.07,53.0,86.0,5.0,5.0,No,2019-12-29 13:00:00,
1984,1484,37.759823,-122.39225800000001,0,0.0,0,0,0,0,0,0,0,0,1,3,2019-12-29 13:35:54,2019-12-29,13,13:35,2019,29,12,13,Rain,53.0,0.03,53.0,77.0,7.0,6.0,No,2019-12-29 13:00:00,
1985,1485,37.784676,-122.39246399999999,0,0.0,1,0,0,0,0,0,0,0,1,3,2019-12-18 18:38:42,2019-12-18,18,18:38,2019,18,12,18,Mostly Cloudy,55.0,0.0,55.0,89.0,8.0,10.0,No,2019-12-18 18:00:00,
1986,1486,37.729924,-122.43996899999999,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-09-02 14:45:00,2019-09-02,14,14:45,2019,2,9,14,Fair,71.0,0.0,71.0,63.0,17.0,10.0,No,2019-09-02 14:00:00,
1987,1486,37.729924,-122.43996899999999,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-09-02 14:45:00,2019-09-02,14,14:45,2019,2,9,14,Fair / Windy,70.0,0.0,70.0,61.0,22.0,10.0,No,2019-09-02 14:00:00,
1988,1487,37.743958,-122.405594,0,0.0,0,0,0,0,0,0,0,0,1,2,2017-10-13 13:09:48,2017-10-13,13,13:09,2017,13,10,13,Clear,,,66.0,52.0,,7.0,No,2017-10-13 13:00:00,
1989,1488,37.769659999999995,-122.41729,0,0.441,0,0,0,0,0,0,0,0,1,2,2018-06-06 11:25:17,2018-06-06,11,11:25,2018,6,6,11,Mostly Cloudy,,,61.0,64.0,21.9,10.0,No,2018-06-06 11:00:00,
1990,1489,37.774315,-122.406342,0,0.0,0,0,0,0,0,0,0,0,1,3,2019-09-12 20:47:30,2019-09-12,20,20:47,2019,12,9,20,Fair,73.0,0.0,73.0,44.0,12.0,10.0,No,2019-09-12 20:00:00,
1991,1490,37.725628,-122.401817,0,0.509999990463,0,0,0,0,0,0,0,0,1,3,2018-04-15 08:31:09,2018-04-15,8,08:31,2018,15,4,8,Mostly Cloudy,,,55.9,69.0,13.8,10.0,No,2018-04-15 08:00:00,
1992,1491,37.769375,-122.405533,0,0.0,0,0,0,0,0,0,0,0,1,2,2018-09-20 06:56:52,2018-09-20,6,06:56,2018,20,9,6,Partly Cloudy,,,55.0,74.0,3.5,10.0,No,2018-09-20 06:00:00,
1993,1492,37.768543,-122.40626499999999,0,0.0,0,0,0,0,0,0,0,0,1,2,2018-11-24 11:24:35,2018-11-24,11,11:24,2018,24,11,11,Mostly Cloudy,,,61.0,78.0,13.8,10.0,No,2018-11-24 11:00:00,
1994,1493,37.732525,-122.404404,0,0.0,0,0,0,0,0,0,0,0,0,3,2017-08-05 22:59:15,2017-08-05,22,22:59,2017,5,8,22,Partly Cloudy,,,62.1,86.0,13.8,10.0,No,2017-08-05 22:00:00,
1995,1494,37.793242,-122.469606,0,0.0,0,0,0,0,0,0,0,0,1,2,2020-04-06 18:37:00,2020-04-06,18,18:37,2020,6,4,18,Mostly Cloudy,43.0,0.0,47.0,83.0,8.0,10.0,No,2020-04-06 18:00:00,
1996,1495,37.71011,-122.3955,0,0.374,0,0,1,0,0,0,0,0,1,2,2018-06-06 17:50:01,2018-06-06,17,17:50,2018,6,6,17,Mostly Cloudy,,,62.1,62.0,23.0,10.0,No,2018-06-06 17:00:00,
1997,1496,37.80811,-122.36719,0,0.037000000000000005,0,0,1,0,0,0,0,0,1,2,2018-01-10 18:45:13,2018-01-10,18,18:45,2018,10,1,18,Overcast,,,54.0,100.0,,10.0,No,2018-01-10 18:00:00,
1998,1497,37.772949,-122.40656299999999,0,0.01,0,0,0,0,0,0,0,0,1,3,2017-03-24 18:18:08,2017-03-24,18,18:18,2017,24,3,18,Overcast,,,57.0,83.0,3.5,10.0,No,2017-03-24 18:00:00,
1999,1498,37.76181,-122.405846,0,0.0,0,0,1,0,0,0,0,0,1,2,2019-11-12 15:37:00,2019-11-12,15,15:37,2019,12,11,15,Mostly Cloudy,72.0,0.0,72.0,43.0,8.0,10.0,No,2019-11-12 15:00:00,
2000,1499,37.73473,-122.40638,0,0.42,0,0,0,0,0,0,0,0,1,2,2018-09-12 07:09:24,2018-09-12,7,07:09,2018,12,9,7,Mostly Cloudy,,,53.1,93.0,,6.0,No,2018-09-12 07:00:00,
2001,1499,37.73473,-122.40638,0,0.42,0,0,0,0,0,0,0,0,1,2,2018-09-12 07:09:24,2018-09-12,7,07:09,2018,12,9,7,Overcast,,,59.0,83.0,4.6,7.0,No,2018-09-12 07:00:00,
2002,1499,37.73473,-122.40638,0,0.42,0,0,0,0,0,0,0,0,1,2,2018-09-12 07:09:24,2018-09-12,7,07:09,2018,12,9,7,Mostly Cloudy,,,55.9,80.0,11.5,10.0,No,2018-09-12 07:00:00,
2003,1500,37.808498,-122.36685200000001,0,0.0,0,0,0,0,0,0,1,0,1,3,2016-06-22 04:31:35,2016-06-22,4,04:31,2016,22,6,4,Mostly Cloudy,,,55.9,80.0,10.4,10.0,No,2016-06-22 04:00:00,
2004,1501,37.731583,-122.42550800000001,0,0.0,0,0,0,0,0,0,0,0,1,3,2018-12-18 18:00:18,2018-12-18,18,18:00,2018,18,12,18,Partly Cloudy,,,55.9,80.0,,10.0,No,2018-12-18 18:00:00,
2005,1502,37.810478,-122.36455500000001,0,0.00999999977648,0,0,1,0,0,0,0,0,1,3,2017-05-15 18:54:35,2017-05-15,18,18:54,2017,15,5,18,Partly Cloudy,,,60.1,67.0,21.9,10.0,No,2017-05-15 18:00:00,
2006,1503,37.74073,-122.42390400000001,0,0.0,1,0,0,0,1,0,0,0,0,2,2018-04-06 12:54:41,2018-04-06,12,12:54,2018,6,4,12,Light Rain,,0.02,62.1,84.0,18.4,4.0,No,2018-04-06 12:00:00,
2007,1504,37.793738,-122.40293,0,0.001,0,0,0,0,0,0,0,1,1,2,2018-02-19 02:36:16,2018-02-19,2,02:36,2018,19,2,2,Clear,37.1,,44.1,53.0,15.0,10.0,No,2018-02-19 02:00:00,
2008,1505,37.7818,-122.38813999999999,0,0.365,1,0,0,0,1,0,0,1,1,2,2016-04-27 14:22:55,2016-04-27,14,14:22,2016,27,4,14,Partly Cloudy,,,62.1,56.0,26.5,10.0,No,2016-04-27 14:00:00,
2009,1506,37.808498,-122.36685200000001,0,0.01,0,0,0,0,0,0,1,0,1,3,2016-10-14 10:06:17,2016-10-14,10,10:06,2016,14,10,10,Light Rain,,,64.4,94.0,15.0,1.5,No,2016-10-14 10:00:00,
2010,1506,37.808498,-122.36685200000001,0,0.01,0,0,0,0,0,0,1,0,1,3,2016-10-14 10:06:17,2016-10-14,10,10:06,2016,14,10,10,Light Rain,,0.0,66.0,90.0,12.7,5.0,No,2016-10-14 10:00:00,
2011,1507,37.75251,-122.40300500000001,0,0.129,0,0,1,0,0,0,0,0,1,2,2020-11-25 05:30:00,2020-11-25,5,05:30,2020,25,11,5,Mostly Cloudy,55.0,0.0,55.0,83.0,10.0,10.0,No,2020-11-25 05:00:00,
2012,1507,37.75251,-122.40300500000001,0,0.129,0,0,1,0,0,0,0,0,1,2,2020-11-25 05:30:00,2020-11-25,5,05:30,2020,25,11,5,Partly Cloudy / Windy,53.0,0.0,53.0,80.0,21.0,10.0,No,2020-11-25 05:00:00,
2013,1508,37.761818,-122.40586100000002,0,0.0,0,0,1,0,0,0,0,0,1,2,2016-08-17 05:43:46,2016-08-17,5,05:43,2016,17,8,5,Overcast,,,59.0,90.0,4.6,10.0,No,2016-08-17 05:00:00,
2014,1509,37.71882100000001,-122.39937900000001,0,0.489,0,0,0,0,0,0,0,0,1,2,2020-12-12 05:01:00,2020-12-12,5,05:01,2020,12,12,5,Cloudy / Windy,58.0,0.0,58.0,90.0,21.0,10.0,No,2020-12-12 05:00:00,
2015,1510,37.808257,-122.366956,0,2.745,0,0,1,0,0,0,1,0,1,2,2020-09-26 09:12:00,2020-09-26,9,09:12,2020,26,9,9,Fair,69.0,0.0,69.0,70.0,5.0,10.0,No,2020-09-26 09:00:00,
2016,1511,37.732288,-122.41490900000001,0,0.0,0,0,1,0,0,0,0,0,1,3,2020-02-07 14:47:00,2020-02-07,14,14:47,2020,7,2,14,Fair,65.0,0.0,65.0,54.0,7.0,10.0,No,2020-02-07 14:00:00,
2017,1511,37.732288,-122.41490900000001,0,0.0,0,0,1,0,0,0,0,0,1,3,2020-02-07 14:47:00,2020-02-07,14,14:47,2020,7,2,14,Fair,64.0,0.0,64.0,54.0,12.0,9.0,No,2020-02-07 14:00:00,
2018,1512,37.741364000000004,-122.407673,0,0.2189999999999999,0,0,0,0,0,0,0,0,1,2,2018-02-06 13:38:29,2018-02-06,13,13:38,2018,6,2,13,Partly Cloudy,,,72.0,22.0,,10.0,No,2018-02-06 13:00:00,
2019,1513,37.765283000000004,-122.404835,0,0.0,0,0,0,0,0,0,0,0,1,2,2020-06-13 17:01:00,2020-06-13,17,17:01,2020,13,6,17,Partly Cloudy / Windy,67.0,0.0,67.0,44.0,22.0,10.0,No,2020-06-13 17:00:00,
2020,1514,37.719551,-122.44840900000001,0,0.428,0,0,0,0,0,0,0,0,1,2,2020-12-20 21:38:00,2020-12-20,21,21:38,2020,20,12,21,Fair,50.0,0.0,50.0,77.0,3.0,10.0,No,2020-12-20 21:00:00,
2021,1515,37.722970000000004,-122.4477,0,0.17800000000000002,0,0,0,0,0,0,0,0,1,2,2016-08-10 17:07:48,2016-08-10,17,17:07,2016,10,8,17,Partly Cloudy,,,70.0,57.0,15.0,10.0,No,2016-08-10 17:00:00,
2022,1516,37.810520000000004,-122.36465,0,0.0,0,0,1,0,0,0,0,0,1,1,2020-04-04 18:09:44,2020-04-04,18,18:09,2020,4,4,18,Light Rain,57.0,0.02,57.0,88.0,14.0,2.0,No,2020-04-04 18:00:00,
2023,1516,37.810520000000004,-122.36465,0,0.0,0,0,1,0,0,0,0,0,1,1,2020-04-04 18:09:44,2020-04-04,18,18:09,2020,4,4,18,Rain,57.0,0.03,57.0,87.0,12.0,2.0,No,2020-04-04 18:00:00,
2024,1516,37.810520000000004,-122.36465,0,0.0,0,0,1,0,0,0,0,0,1,1,2020-04-04 18:09:44,2020-04-04,18,18:09,2020,4,4,18,Light Rain,57.0,0.0,57.0,87.0,17.0,2.0,No,2020-04-04 18:00:00,
2025,1517,37.739971000000004,-122.408096,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-03-20 06:03:54,2019-03-20,6,06:03,2019,20,3,6,Light Rain,,0.16,53.1,83.0,10.4,7.0,No,2019-03-20 06:00:00,
2026,1517,37.739971000000004,-122.408096,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-03-20 06:03:54,2019-03-20,6,06:03,2019,20,3,6,Light Rain,,0.02,53.1,83.0,10.4,3.0,No,2019-03-20 06:00:00,
2027,1518,37.71199,-122.45361299999999,0,0.0,0,0,0,0,0,0,0,0,1,3,2020-09-03 21:15:10,2020-09-03,21,21:15,2020,3,9,21,Fair,60.0,0.0,60.0,80.0,15.0,10.0,No,2020-09-03 21:00:00,
2028,1518,37.71199,-122.45361299999999,0,0.0,0,0,0,0,0,0,0,0,1,3,2020-09-03 21:15:10,2020-09-03,21,21:15,2020,3,9,21,Mostly Cloudy,63.0,0.0,63.0,75.0,7.0,10.0,No,2020-09-03 21:00:00,
2029,1519,37.72733,-122.40276000000001,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-10-17 14:52:30,2019-10-17,14,14:52,2019,17,10,14,Fair,69.0,0.0,69.0,49.0,16.0,10.0,No,2019-10-17 14:00:00,
2030,1519,37.72733,-122.40276000000001,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-10-17 14:52:30,2019-10-17,14,14:52,2019,17,10,14,Fair / Windy,67.0,0.0,67.0,45.0,22.0,10.0,No,2019-10-17 14:00:00,
2031,1519,37.72733,-122.40276000000001,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-10-17 14:52:30,2019-10-17,14,14:52,2019,17,10,14,Fair / Windy,67.0,0.0,67.0,42.0,30.0,10.0,No,2019-10-17 14:00:00,
2032,1520,37.785568,-122.39151799999999,0,0.0,0,0,1,0,0,0,0,0,1,3,2020-09-12 14:44:08,2020-09-12,14,14:44,2020,12,9,14,Smoke,79.0,0.0,79.0,48.0,8.0,2.0,No,2020-09-12 14:00:00,
2033,1521,37.784877,-122.39266,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-09-15 19:22:00,2019-09-15,19,19:22,2019,15,9,19,Mostly Cloudy,68.0,0.0,68.0,81.0,18.0,10.0,No,2019-09-15 19:00:00,
2034,1522,37.770727,-122.40596599999999,0,0.308,0,0,0,0,0,0,0,0,1,2,2020-11-26 19:31:00,2020-11-26,19,19:31,2020,26,11,19,Fair,58.0,0.0,58.0,39.0,0.0,10.0,No,2020-11-26 19:00:00,
2035,1522,37.770727,-122.40596599999999,0,0.308,0,0,0,0,0,0,0,0,1,2,2020-11-26 19:31:00,2020-11-26,19,19:31,2020,26,11,19,Fair,55.0,0.0,55.0,28.0,3.0,10.0,No,2020-11-26 19:00:00,
2036,1523,37.725182000000004,-122.40163899999999,0,0.0,0,0,1,0,0,0,0,0,1,2,2019-10-08 13:41:00,2019-10-08,13,13:41,2019,8,10,13,Mostly Cloudy,73.0,0.0,73.0,53.0,13.0,10.0,No,2019-10-08 13:00:00,
2037,1523,37.725182000000004,-122.40163899999999,0,0.0,0,0,1,0,0,0,0,0,1,2,2019-10-08 13:41:00,2019-10-08,13,13:41,2019,8,10,13,Mostly Cloudy,79.0,0.0,79.0,35.0,10.0,10.0,No,2019-10-08 13:00:00,
2038,1524,37.72135,-122.44821999999999,0,0.1119999999999999,1,0,0,0,0,0,0,0,1,3,2018-09-10 13:20:40,2018-09-10,13,13:20,2018,10,9,13,Partly Cloudy,,,71.1,55.0,8.1,10.0,No,2018-09-10 13:00:00,
2039,1525,37.71523,-122.39888,0,0.588,1,0,0,0,1,0,0,0,1,2,2019-05-22 06:44:56,2019-05-22,6,06:44,2019,22,5,6,Fair,52.0,0.0,52.0,86.0,8.0,10.0,No,2019-05-22 06:00:00,
2040,1526,37.718928999999996,-122.39945900000001,0,0.282,0,0,0,0,0,0,0,0,1,2,2017-05-17 14:27:39,2017-05-17,14,14:27,2017,17,5,14,Scattered Clouds,,,64.9,45.0,20.7,10.0,No,2017-05-17 14:00:00,
2041,1526,37.718928999999996,-122.39945900000001,0,0.282,0,0,0,0,0,0,0,0,1,2,2017-05-17 14:27:39,2017-05-17,14,14:27,2017,17,5,14,Partly Cloudy,,,64.0,43.0,21.9,10.0,No,2017-05-17 14:00:00,
2042,1527,37.740299,-122.40786000000001,0,0.0,0,0,0,0,0,0,0,0,1,2,2018-11-05 08:46:40,2018-11-05,8,08:46,2018,5,11,8,Clear,,,62.1,78.0,,10.0,No,2018-11-05 08:00:00,
2043,1527,37.740299,-122.40786000000001,0,0.0,0,0,0,0,0,0,0,0,1,2,2018-11-05 08:46:40,2018-11-05,8,08:46,2018,5,11,8,Partly Cloudy,,,61.0,70.0,,10.0,No,2018-11-05 08:00:00,
2044,1527,37.740299,-122.40786000000001,0,0.0,0,0,0,0,0,0,0,0,1,2,2018-11-05 08:46:40,2018-11-05,8,08:46,2018,5,11,8,Partly Cloudy,,,57.0,83.0,,10.0,No,2018-11-05 08:00:00,
2045,1528,37.813098,-122.36171000000002,0,0.0,0,0,0,0,0,0,0,0,1,2,2020-05-14 16:47:00,2020-05-14,16,16:47,2020,14,5,16,Mostly Cloudy,68.0,0.0,68.0,61.0,16.0,10.0,No,2020-05-14 16:00:00,
2046,1529,37.808491,-122.36734799999999,0,0.0,0,0,0,0,0,0,1,0,1,2,2019-10-31 01:00:12,2019-10-31,1,01:00,2019,31,10,1,Fair,51.0,0.0,51.0,35.0,5.0,10.0,No,2019-10-31 01:00:00,
2047,1530,37.807072,-122.47561599999999,0,0.0,0,0,0,0,0,0,0,0,1,2,2018-05-08 16:32:49,2018-05-08,16,16:32,2018,8,5,16,Partly Cloudy,,,64.0,73.0,15.0,10.0,No,2018-05-08 16:00:00,
2048,1530,37.807072,-122.47561599999999,0,0.0,0,0,0,0,0,0,0,0,1,2,2018-05-08 16:32:49,2018-05-08,16,16:32,2018,8,5,16,Partly Cloudy,,,66.0,60.0,15.0,10.0,No,2018-05-08 16:00:00,
2049,1531,37.76542,-122.40486000000001,0,0.249,0,0,0,0,0,0,0,0,1,2,2018-07-25 11:36:02,2018-07-25,11,11:36,2018,25,7,11,Partly Cloudy,,,66.9,66.0,19.6,10.0,No,2018-07-25 11:00:00,
2050,1532,37.813675,-122.361519,0,0.0,0,0,1,0,0,0,0,0,1,3,2019-12-11 14:48:21,2019-12-11,14,14:48,2019,11,12,14,Cloudy,61.0,0.0,61.0,75.0,3.0,10.0,No,2019-12-11 14:00:00,
2051,1533,37.75032,-122.39218000000001,0,0.0,0,0,0,0,0,0,0,0,1,2,2020-02-12 18:04:00,2020-02-12,18,18:04,2020,12,2,18,Partly Cloudy,58.0,0.0,58.0,67.0,8.0,10.0,No,2020-02-12 18:00:00,
2052,1534,37.731499,-122.435829,0,0.0,0,0,0,0,0,0,0,0,1,2,2020-12-28 06:53:42,2020-12-28,6,06:53,2020,28,12,6,Cloudy,51.0,0.0,51.0,71.0,9.0,9.0,No,2020-12-28 06:00:00,
2053,1535,37.76163,-122.39267,0,0.048,0,0,0,0,0,0,0,0,1,2,2020-05-21 15:04:30,2020-05-21,15,15:04,2020,21,5,15,Fair,73.0,0.0,73.0,46.0,16.0,10.0,No,2020-05-21 15:00:00,
2054,1536,37.808498,-122.36685200000001,0,0.0,0,0,0,0,0,0,1,0,1,3,2018-04-06 14:30:10,2018-04-06,14,14:30,2018,6,4,14,Heavy Rain,,0.09,61.0,100.0,13.8,1.2,No,2018-04-06 14:00:00,
2055,1537,37.735925,-122.404772,0,0.196,0,0,0,0,0,0,0,0,1,2,2018-02-12 16:02:29,2018-02-12,16,16:02,2018,12,2,16,Partly Cloudy,,,55.9,51.0,15.0,10.0,No,2018-02-12 16:00:00,
2056,1537,37.735925,-122.404772,0,0.196,0,0,0,0,0,0,0,0,1,2,2018-02-12 16:02:29,2018-02-12,16,16:02,2018,12,2,16,Partly Cloudy,,,57.0,47.0,16.1,10.0,No,2018-02-12 16:00:00,
2057,1538,37.78776,-122.3953,0,0.078,1,0,0,0,0,0,0,0,1,2,2019-08-07 15:38:04,2019-08-07,15,15:38,2019,7,8,15,Fair,70.0,0.0,70.0,59.0,14.0,10.0,No,2019-08-07 15:00:00,
2058,1538,37.78776,-122.3953,0,0.078,1,0,0,0,0,0,0,0,1,2,2019-08-07 15:38:04,2019-08-07,15,15:38,2019,7,8,15,Fair,70.0,0.0,70.0,61.0,15.0,10.0,No,2019-08-07 15:00:00,
2059,1539,37.779987,-122.399521,0,0.0,0,0,0,0,0,0,0,0,1,3,2018-10-06 19:25:31,2018-10-06,19,19:25,2018,6,10,19,Partly Cloudy,,,66.0,65.0,3.5,10.0,No,2018-10-06 19:00:00,
2060,1540,37.770949,-122.405755,0,1.806,0,0,0,0,0,0,0,0,1,2,2020-11-23 15:46:30,2020-11-23,15,15:46,2020,23,11,15,Fair,56.0,0.0,56.0,72.0,15.0,10.0,No,2020-11-23 15:00:00,
2061,1541,37.77409,-122.406296,0,0.0,0,0,0,0,0,0,0,0,1,3,2018-05-17 15:48:14,2018-05-17,15,15:48,2018,17,5,15,Mostly Cloudy,,,63.0,63.0,24.2,10.0,No,2018-05-17 15:00:00,
2062,1542,37.720055,-122.39743899999999,0,0.07200000000000001,0,0,0,0,0,0,0,0,1,2,2017-12-12 09:37:47,2017-12-12,9,09:37,2017,12,12,9,Partly Cloudy,,,54.0,75.0,3.5,10.0,No,2017-12-12 09:00:00,
2063,1543,37.74492,-122.40505,0,0.539,0,0,1,0,0,0,0,0,1,2,2017-03-24 15:19:47,2017-03-24,15,15:19,2017,24,3,15,Light Rain,,0.15,55.0,93.0,3.5,3.0,No,2017-03-24 15:00:00,
2064,1544,37.752491,-122.403029,0,0.0,0,0,1,0,0,0,0,0,1,2,2019-09-27 09:46:00,2019-09-27,9,09:46,2019,27,9,9,Cloudy,65.0,0.0,65.0,78.0,9.0,10.0,No,2019-09-27 09:00:00,
2065,1545,37.721567,-122.40050900000001,0,0.048,0,0,0,0,0,0,0,0,1,2,2017-02-23 15:21:02,2017-02-23,15,15:21,2017,23,2,15,Scattered Clouds,,,53.1,48.0,15.0,10.0,No,2017-02-23 15:00:00,
2066,1545,37.721567,-122.40050900000001,0,0.048,0,0,0,0,0,0,0,0,1,2,2017-02-23 15:21:02,2017-02-23,15,15:21,2017,23,2,15,Scattered Clouds,,,52.0,50.0,13.8,10.0,No,2017-02-23 15:00:00,
2067,1546,37.733918,-122.41136000000002,0,0.0,0,0,0,0,0,0,0,0,1,2,2019-12-28 11:09:00,2019-12-28,11,11:09,2019,28,12,11,Fair,50.0,0.0,50.0,77.0,3.0,10.0,No,2019-12-28 11:00:00,
2068,1547,37.784672,-122.39246399999999,0,0.0,1,0,0,0,0,0,0,0,1,2,2019-06-14 06:01:58,2019-06-14,6,06:01,2019,14,6,6,Cloudy,58.0,0.0,58.0,81.0,14.0,10.0,No,2019-06-14 06:00:00,
2069,1548,37.768869,-122.40738999999999,0,0.3929999999999999,0,0,0,0,0,0,0,0,1,2,2020-11-18 19:30:00,2020-11-18,19,19:30,2020,18,11,19,Fair,56.0,0.0,56.0,80.0,5.0,10.0,No,2020-11-18 19:00:00,
2070,1549,37.80791,-122.3674,0,0.0,0,0,1,0,0,0,0,0,1,3,2016-04-07 08:25:33,2016-04-07,8,08:25,2016,7,4,8,Overcast,,,61.0,70.0,11.5,10.0,No,2016-04-07 08:00:00,
2071,1550,37.79267,-122.46956000000002,0,0.0,0,0,0,0,0,0,0,0,1,1,2020-05-14 14:30:58,2020-05-14,14,14:30,2020,14,5,14,Mostly Cloudy,66.0,0.0,66.0,65.0,13.0,10.0,No,2020-05-14 14:00:00,
2072,1550,37.79267,-122.46956000000002,0,0.0,0,0,0,0,0,0,0,0,1,1,2020-05-14 14:30:58,2020-05-14,14,14:30,2020,14,5,14,Cloudy,67.0,0.0,67.0,66.0,5.0,10.0,No,2020-05-14 14:00:00,
2073,1550,37.79267,-122.46956000000002,0,0.0,0,0,0,0,0,0,0,0,1,1,2020-05-14 14:30:58,2020-05-14,14,14:30,2020,14,5,14,Mostly Cloudy,67.0,0.0,67.0,63.0,16.0,9.0,No,2020-05-14 14:00:00,
2074,1551,37.719159999999995,-122.44826,0,0.0,0,0,0,0,0,0,0,0,1,2,2020-02-18 07:48:00,2020-02-18,7,07:48,2020,18,2,7,Mostly Cloudy,54.0,0.0,54.0,35.0,7.0,10.0,No,2020-02-18 07:00:00,
